,id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
388,5569,Rhian Brewster,26,1094,0,1.866452693,0,1.766628793,24,11,1,0,F M S,Sheffield United,0,1.866452693,3.923127656,0.72440913
389,5590,Tosin Adarabioyo,33,2955,0,1.560731341,0,0.308730263,18,5,1,0,D,Fulham,0,1.560731341,5.666259252,5.607971766
390,5603,Aaron Ramsdale,37,3330,0,0,0,0.053570852,0,1,1,0,GK,Sheffield United,0,0,2.794618307,2.741047462
391,5708,Fernando Marçal,12,609,0,0.074554546,0,0.127291914,2,3,2,0,D M S,Wolverhampton Wanderers,0,0.074554546,1.987866266,1.821051288
392,5973,Kenny Tete,22,1483,0,0.211126352,1,0.906548452,7,19,3,0,D S,Fulham,0,0.211126352,3.743920777,2.755570685
393,6044,Charlie Taylor,28,2340,0,0.114516081,1,1.590359844,3,12,1,0,D S,Burnley,0,0.114516081,4.60969574,4.193467841
394,6050,Davy Pröpper,7,201,0,0.138562518,0,0,4,0,0,0,M S,Brighton,0,0.138562518,0.269949414,0.194228075
395,6051,Dale Stephens,7,258,0,0.082269238,0,0,3,0,1,0,M S,Burnley,0,0.082269238,0.241248898,0.158979658
396,6054,Ederson,35,3150,0,0,1,0.303358078,0,1,3,0,GK,Manchester City,0,0,7.552845497,7.249487441
397,6062,Isaac Hayden,24,1946,0,0.614846607,0,0.242496471,16,7,8,0,D M S,Newcastle United,0,0.614846607,4.556474669,4.089182766
398,6067,Terence Kongolo,1,90,0,0,0,0,0,0,0,0,D,Fulham,0,0,0.373576939,0.373576939
399,6122,Douglas Luiz,33,2807,0,1.318833555,2,2.418148297,26,19,8,1,M S,Aston Villa,0,1.318833555,9.615895635,7.108103702
400,6162,Cengiz Ünder,9,259,0,0.252603206,2,1.664034229,9,6,0,0,M S,Leicester,0,0.252603206,2.688693111,1.022703901
401,6163,Nélson Semedo,33,2904,0,1.176742831,1,0.819632989,22,19,5,0,D M,Wolverhampton Wanderers,0,1.176742831,7.286724576,5.929641872
402,6231,José Izquierdo,1,7,0,0.016806783,0,0,1,0,0,0,S,Brighton,0,0.016806783,0.066613488,0.049806703
403,6249,Davinson Sánchez,18,1488,0,0.800694175,0,0.020530213,5,1,1,0,D S,Tottenham,0,0.800694175,5.348088115,5.348088115
404,6273,Robin Koch,17,1124,0,0.514519796,0,0.125808204,9,4,1,0,D M S,Leeds,0,0.514519796,4.677588146,4.523156695
405,6274,Andriy Yarmolenko,15,343,0,0.31000777,1,0.781444121,7,5,3,0,M S,West Ham,0,0.31000777,1.453730691,0.931392327
406,6350,Jayson Molumby,1,1,0,0,0,0,0,0,0,0,S,Brighton,0,0,0,0
407,6369,Ethan Ampadu,25,2095,0,0.194453001,0,0.983016009,7,11,3,0,D M S,Sheffield United,0,0.194453001,3.262278304,2.999170067
408,6377,Joe Rodon,12,730,0,0.018329373,0,0,1,0,0,0,D S,Tottenham,0,0.018329373,1.419659533,1.419659533
409,6418,Hamza Choudhury,10,312,0,0.447797831,0,0,4,0,1,0,M S,Leicester,0,0.447797831,2.327858992,1.945667595
410,6434,Franck Zambo,36,2582,0,1.438546485,3,2.301115034,34,28,6,0,M S,Fulham,0,1.438546485,8.766743933,6.624086673
411,6477,Cenk Tosun,5,37,0,0,0,0.074079275,0,1,2,0,S,Everton,0,0,0.108066499,0.03398722
412,6492,Reiss Nelson,2,59,0,0.05691709,0,0,1,0,0,0,S,Arsenal,0,0.05691709,0.348039735,0.291122645
413,6504,Michael Obafemi,3,47,0,0,0,0.054918554,0,1,0,0,S,Southampton,0,0,0.148902686,0.148902686
414,6532,Martin Dubravka,13,1170,0,0,0,0,0,0,0,0,GK,Newcastle United,0,0,2.120249611,2.120249611
415,6736,Ibrahima Diallo,21,909,0,0.543974757,0,0.228211937,5,7,2,0,M S,Southampton,0,0.543974757,2.648569275,2.391123544
416,6822,Lee Peltier,4,230,0,0,0,0.022321735,0,1,1,0,D S,West Bromwich Albion,0,0,0.178315822,0.155994087
417,6840,Neeskens Kebano,5,112,0,0.272429855,0,0,6,0,0,0,M S,Fulham,0,0.272429855,0.241671653,0.020527512
418,6842,Alireza Jahanbakhsh,20,466,0,1.873219417,1,3.13356325,18,9,3,0,D F M S,Brighton,0,1.873219417,5.288835829,2.521948941
419,6843,David Button,1,90,0,0,0,0,0,0,0,0,GK,West Bromwich Albion,0,0,0,0
420,6849,Rui Patrício,36,3240,0,0,0,0,0,0,1,0,GK,Wolverhampton Wanderers,0,0,1.227286661,1.227286661
421,6852,Matt Doherty,17,1228,0,0.363882434,2,0.764676038,3,11,2,1,D M S,Tottenham,0,0.363882434,4.36995511,3.785172173
422,6856,Rúben Vinagre,2,173,0,0,0,0,0,0,0,0,D S,Wolverhampton Wanderers,0,0,0.178746618,0.178746618
423,6875,Rúnar Alex Rúnarsson,1,11,0,0,0,0,0,0,0,0,S,Arsenal,0,0,0,0
424,6880,Edouard Mendy,31,2748,0,0,0,0,0,0,2,0,GK,Chelsea,0,0,4.780523473,4.780523473
425,6923,Mohammed Salisu,11,746,0,0.463262148,0,0.172157373,3,2,0,0,D S,Southampton,0,0.463262148,1.800290193,1.75007011
426,6932,Okay Yokuslu,16,1328,0,0.719497154,1,0.442520587,12,6,4,0,M S,West Bromwich Albion,0,0.719497154,2.787972804,2.361194517
427,6962,Robin Olsen,7,630,0,0,0,0,0,0,1,0,GK,Everton,0,0,0.819591045,0.819591045
428,7077,Denis Odoi,3,270,0,0.04002567,0,0.050192393,2,1,1,0,D,Fulham,0,0.04002567,0.425706141,0.385680474
429,7078,Sean Longstaff,22,1391,0,0.82642882,1,0.940097608,15,13,2,0,M S,Newcastle United,0,0.82642882,3.000582458,1.70706563
430,7184,Tim Ream,7,630,0,0,0,0,0,0,0,0,D,Fulham,0,0,0.808804967,0.808804967
431,7187,Sergio Reguilón,27,2258,0,1.159553826,3,2.099100271,20,17,5,0,D M S,Tottenham,0,1.159553826,8.529953264,6.114481773
432,7280,Yan Valery,3,95,0,0.292913713,0,0.091609985,2,1,0,0,D S,Southampton,0,0.292913713,0.470328063,0.177414358
433,7298,Ben White,35,3118,0,0.479218181,0,0.943232409,10,8,3,1,D M,Brighton,0,0.479218181,8.247872069,7.806982048
434,7326,Kayne Ramsay,1,90,0,0,0,0,0,0,1,0,D,Southampton,0,0,0.016576746,0.016576746
435,7332,Max Kilman,18,1291,0,0.308016365,1,0.31305787,6,5,4,0,D S,Wolverhampton Wanderers,0,0.308016365,2.029524304,1.835227825
436,7376,Ozan Kabak,9,807,0,0.086028166,0,0.029386912,1,1,3,0,D,Liverpool,0,0.086028166,1.863911737,1.863911737
437,7383,Josh Benson,6,257,0,0.204414114,0,0,2,0,0,0,M S,Burnley,0,0.204414114,0.157301348,0.132469598
438,7459,Will Norris,1,90,0,0,0,0.047621962,0,1,0,0,GK,Burnley,0,0,0.093351208,0.045729246
439,7589,Wesley Fofana,28,2274,0,1.376329403,0,0.282855542,11,6,7,0,D S,Leicester,0,1.376329403,7.294468947,7.199470267
440,7689,Ben Godfrey,30,2592,0,0.793114735,2,0.97848325,14,4,4,0,D S,Everton,0,0.793114735,5.446373807,4.762139691
441,7691,Jamal Lewis,24,1824,0,0.119576626,1,0.989783524,3,14,4,0,D S,Newcastle United,0,0.119576626,4.688646201,3.727763444
442,7702,Dean Henderson,12,1032,0,0,0,0,0,0,2,0,GK S,Manchester United,0,0,1.281179894,1.281179894
443,7703,John Egan,30,2538,0,0.466965215,1,0.618604958,13,3,7,1,D S,Sheffield United,0,0.466965215,4.366980525,3.724967919
444,7704,Chris Basham,30,2512,0,0.577197254,1,1.066536583,9,12,4,0,D M,Sheffield United,0,0.577197254,7.344193064,6.029548591
445,7705,Jack O&#039;Connell,2,180,0,0,0,0,0,0,0,0,D,Sheffield United,0,0,0,0
446,7706,George Baldock,31,2697,0,1.316332579,2,2.55162105,13,17,6,0,D,Sheffield United,0,1.316332579,6.498022223,4.445407556
447,7707,Enda Stevens,29,2610,0,1.447222658,0,1.589678355,16,16,6,0,D M,Sheffield United,0,1.447222658,8.062012659,6.282961778
448,7708,John Lundstram,28,2034,0,1.875773877,2,1.459902443,20,20,8,1,M S,Sheffield United,0,1.114605039,7.169211086,5.258822596
449,7709,John Fleck,30,2486,0,0.503157536,2,2.391701452,17,33,3,0,M S,Sheffield United,0,0.503157536,6.323818311,4.64961108
450,7710,Oliver Norwood,31,2149,0,0.430055531,0,1.196565315,11,28,6,0,M S,Sheffield United,0,0.430055531,5.026410516,4.334151389
451,7724,Wesley,3,14,0,0.032882188,0,0,1,0,0,0,S,Aston Villa,0,0.032882188,0.118235346,0.085353158
452,7817,Zack Steffen,1,90,0,0,0,0,0,0,0,0,GK,Manchester City,0,0,0.349734753,0.349734753
453,7904,Caoimhin Kelleher,2,180,0,0,0,0,0,0,0,0,GK,Liverpool,0,0,0.447926968,0.447926968
454,7983,Daniel N&#039;Lundulu,13,82,0,0.026467277,0,0.030308796,1,1,0,0,S,Southampton,0,0.026467277,0.056776073,0.026467277
455,7988,Billy Gilmour,5,256,0,0.051134311,0,0.123658355,1,3,0,0,M S,Chelsea,0,0.051134311,0.543671995,0.406430423
456,8016,Matthew Longstaff,5,376,0,0,0,0.313707896,0,2,0,0,M S,Newcastle United,0,0,0.422484107,0.108776219
457,8040,Marvelous Nakamba,13,757,0,0.033083528,0,0.059333989,2,2,3,0,M S,Aston Villa,0,0.033083528,0.893009854,0.811434226
458,8045,Eric Garcia,6,378,0,0.074636623,0,0.008322988,2,1,0,0,D S,Manchester City,0,0.074636623,0.859475948,0.78483931
459,8075,Brandon Williams,3,95,0,0,0,0.031206071,0,1,0,0,D S,Manchester United,0,0,0.031206071,0.031206071
460,8109,Niels Nkounkou,1,70,0,0.016959822,0,0,1,0,1,0,D,Everton,0,0.016959822,0.030957643,0.013997821
461,8127,Amad Diallo Traore,2,85,0,0,1,0.054054588,0,1,0,0,M S,Manchester United,0,0,0.054054588,0
462,8150,Anthony Gordon,3,87,0,0,0,0.019139992,0,1,0,0,M S,Everton,0,0,0.188504796,0.188504796
463,8158,Scott Carson,1,90,0,0,0,0,0,0,0,0,GK,Manchester City,0,0,0,0
464,8180,Owen Otasowie,6,186,0,0.745342324,1,0.388768584,4,2,1,0,M S,Wolverhampton Wanderers,0,0.745342324,1.382753617,0.301533145
465,8204,Neco Williams,6,252,0,0.086225208,0,0.193398714,2,3,1,0,D S,Liverpool,0,0.086225208,1.074642193,0.795018241
466,8222,Japhet Tanganga,6,496,0,0.200776685,0,0.581575692,2,1,2,0,D,Tottenham,0,0.200776685,1.399339896,0.817764204
467,8224,William Smallbone,3,174,0,0.046092384,0,0,1,0,0,0,M S,Southampton,0,0.046092384,0.18661439,0.140521999
468,8227,Oskar Buur,1,20,0,0,0,0,0,0,0,0,S,Wolverhampton Wanderers,0,0,0,0
469,8286,Jack Robinson,10,789,0,0.671057343,1,0.671254516,5,1,3,0,D S,Sheffield United,0,0.671057343,1.925600505,1.925600505
470,8323,Josh Brownhill,32,2769,0,1.518221689,1,0.857584134,34,18,2,0,M S,Burnley,0,1.518221689,5.996074032,4.790278086
471,8351,Ki-Jana Hoever,12,568,0,0.057456035,0,0.184252966,1,3,1,0,D S,Wolverhampton Wanderers,0,0.057456035,1.222544033,1.02093799
472,8366,João Virgínia,1,48,0,0,0,0,0,0,0,0,S,Everton,0,0,0,0
473,8380,Pablo Marí,10,900,0,0.040522743,0,0.054243948,2,1,2,0,D,Arsenal,0,0.040522743,3.604974583,3.590738073
474,8482,Bailey Peacock-Farrell,4,360,0,0,0,0,0,0,0,0,GK,Burnley,0,0,0.007730924,0.007730924
475,8493,Jake Vokins,1,69,0,0,0,0.03704096,0,1,0,0,D,Southampton,0,0,0.172543928,0.135502979
476,8511,Alexandre Jankewitz,2,2,0,0,0,0,0,0,0,1,M S,Southampton,0,0,0.092008822,0.092008822
477,8566,Joel Mumbongo,4,33,0,0,0,0,0,0,1,0,S,Burnley,0,0,0,0
478,8704,Marek Rodák,2,180,0,0,0,0,0,0,0,0,GK,Fulham,0,0,0.020527512,0.020527512
479,8715,Illan Meslier,35,3150,0,0,0,0.042197324,0,1,0,0,GK,Leeds,0,0,5.92929398,5.887096663
480,8716,Luke Ayling,38,3400,0,1.439750447,0,2.988854175,24,26,7,0,D M,Leeds,0,1.439750447,14.19626155,11.88436425
481,8721,Jamie Shackleton,13,446,0,0,0,0.120877685,0,2,0,0,D M S,Leeds,0,0,2.193708245,2.193708245
482,8723,Ian Poveda-Ocampo,14,322,0,0.660413712,0,1.258312037,5,5,0,0,S,Leeds,0,0.660413712,2.022855317,0.104129592
483,8756,Dara O&#039;Shea,28,2098,0,0.064252788,0,0.119291768,3,5,3,0,D S,West Bromwich Albion,0,0.064252788,1.898305384,1.838441035
484,8757,Romaine Sawyers,19,1495,0,0.149906347,0,0.682290122,4,6,3,0,M S,West Bromwich Albion,0,0.149906347,1.843244545,1.186513171
485,8758,Kyle Edwards,5,110,0,0.118815787,0,0.021378838,2,1,0,0,M S,West Bromwich Albion,0,0.118815787,0.19228214,0.052087519
486,8777,Vitinha,19,500,0,0.664911379,1,0.720134935,8,12,0,0,M S,Wolverhampton Wanderers,0,0.664911379,1.945694854,1.477343654
487,8852,Konstantinos Tsimikas,2,4,0,0,0,0,0,0,0,0,S,Liverpool,0,0,0,0
488,8864,Matthew Cash,28,2389,0,0.247891438,2,1.905662615,9,21,6,1,D,Aston Villa,0,0.247891438,6.591602574,5.03345951
489,8868,Liam Delap,1,39,0,0.064085171,0,0,1,0,0,0,S,Manchester City,0,0.064085171,0.064085171,0
490,8905,Conor Townsend,25,2237,0,0.822823302,2,2.648506863,11,23,0,0,D M,West Bromwich Albion,0,0.822823302,6.119822977,3.785737064
491,8918,Max Lowe,8,554,0,0.086758116,0,0.187498435,2,2,1,0,D S,Sheffield United,0,0.086758116,1.30474665,1.030490108
492,8919,Leif Davis,2,28,0,0,0,0,0,0,0,0,S,Leeds,0,0,0.232999012,0.232999012
493,8940,Antonee Robinson,28,2158,0,0.467749074,0,2.032745026,10,29,4,1,D M S,Fulham,0,0.467749074,7.802951233,6.396044224
494,8941,Jacob Ramsey,22,593,0,0.574548911,0,0.211908303,11,6,0,0,M S,Aston Villa,0,0.574548911,2.227643296,1.694882825
495,8965,Vladimir Coufal,33,2966,0,1.39914868,6,6.037048752,15,44,3,0,D M,West Ham,0,1.39914868,14.37500281,8.324509352
496,8966,Filip Krovinovic,11,537,0,0.21568189,0,0.171874806,8,5,0,0,M S,West Bromwich Albion,0,0.21568189,0.695809597,0.477455568
497,9082,Lewis Richardson,2,2,0,0,0,0,0,0,0,0,S,Burnley,0,0,0,0
498,9086,Rhys Williams,9,661,0,0.553240098,0,0.222205341,7,2,0,0,D S,Liverpool,0,0.553240098,2.306015745,2.187169567
499,9098,Robert Sánchez,26,2340,0,0,0,0.025614949,0,1,2,0,GK,Brighton,0,0,3.047397129,3.021782182
500,9099,Andi Zeqiri,9,138,0,1.025947589,0,0.112493098,7,1,0,0,S,Brighton,0,1.025947589,0.829777382,0.485275537
501,9154,Elliot Anderson,1,3,0,0,0,0,0,0,0,0,S,Newcastle United,0,0,0,0
502,9209,Theo Corbeanu,1,7,0,0,0,0.023469822,0,1,0,0,S,Wolverhampton Wanderers,0,0,0.023469822,0
503,9219,Niall Huggins,1,35,0,0,0,0,0,0,0,0,S,Leeds,0,0,0.429236174,0.429236174
504,9222,Antwoine Hackford,1,4,0,0.103444666,0,0,1,0,0,0,S,Sheffield United,0,0.103444666,0.111830987,0.008386322
505,9249,Percy Tau,3,100,0,0,1,0.367365401,0,3,0,0,M S,Brighton,0,0,0.442519054,0.085826731
506,9250,Reda Khadra,1,3,0,0,0,0,0,0,0,0,S,Brighton,0,0,0,0
507,9256,Caleb Watts,3,30,0,0,0,0,0,0,1,0,S,Southampton,0,0,0,0
508,9257,Allan Tchaptchet,1,10,0,0,0,0,0,0,0,0,S,Southampton,0,0,0,0
509,9284,Jakub Moder,11,553,0,0.805190582,0,0.20512417,11,3,0,0,D M S,Brighton,0,0.805190582,1.745392147,1.186261192
510,9307,Iliman Ndiaye,1,10,0,0,0,0,0,0,0,0,S,Sheffield United,0,0,0,0
511,9311,Thakgalo Leshabela,1,8,0,0,0,0,0,0,0,0,S,Leicester,0,0,1.002465725,1.002465725
512,9332,Dane Scarlett,1,1,0,0,0,0,0,0,0,0,S,Tottenham,0,0,0,0
513,9356,Carney Chukwuemeka,2,16,0,0.056043904,0,0,1,0,0,0,S,Aston Villa,0,0.056043904,0.056043904,0
514,9359,Shola Shoretire,1,1,0,0,0,0,0,0,0,0,S,Manchester United,0,0,0,0
515,9395,Sidnei Tavares,2,84,0,0.020798454,0,0,1,0,0,0,M S,Leicester,0,0.020798454,0.020798454,0
516,9406,Nathan Broadhead,1,1,0,0,0,0,0,0,0,0,S,Everton,0,0,0,0
517,9415,Jaden Philogene-Bidace,1,1,0,0,0,0,0,0,0,0,S,Aston Villa,0,0,0.056043904,0.056043904
518,9423,Gaetano Berardi,2,113,0,0.074760616,0,0,1,0,0,0,D S,Leeds,0,0.074760616,0.231277935,0.231277935
519,9524,Anthony Elanga,1,67,0,0,0,0,0,0,0,0,M,Manchester United,0,0,0,0
520,9540,Femi Seriki,1,1,0,0,0,0,0,0,0,0,S,Sheffield United,0,0,0,0
521,9552,Tyrese Francois,1,13,0,0,0,0,0,0,0,0,S,Fulham,0,0,0,0
